customer_id,date,sessions,features_used
CUST0004,2023-09-25,3.77,2
CUST0004,2023-09-26,4.59,5
CUST0004,2023-09-27,3.79,2
CUST0004,2023-09-28,3.15,6
CUST0004,2023-09-30,4.44,2
CUST0004,2023-10-01,3.09,1
CUST0004,2023-10-07,1.94,3
CUST0004,2023-10-08,3.48,4
CUST0004,2023-10-09,3.08,3
CUST0004,2023-10-11,3.66,4
CUST0004,2023-10-12,2.74,5
CUST0004,2023-10-16,2.53,1
CUST0004,2023-10-17,3.42,4
CUST0004,2023-10-20,3.69,5
CUST0004,2023-10-21,3.94,3
CUST0004,2023-10-22,4.34,5
CUST0004,2023-10-23,2.64,5
CUST0004,2023-10-25,3.34,6
CUST0004,2023-10-26,4.75,4
CUST0004,2023-10-27,3.19,3
CUST0004,2023-10-28,4.18,4
CUST0004,2023-10-29,4.15,3
CUST0004,2023-10-30,3.93,3
CUST0004,2023-11-04,3.38,2
CUST0004,2023-11-06,3.06,2
CUST0004,2023-11-08,4.18,4
CUST0004,2023-11-09,4.26,6
CUST0004,2023-11-13,4.26,1
CUST0004,2023-11-14,4.0,2
CUST0004,2023-11-17,2.93,3
CUST0004,2023-11-20,3.06,2
CUST0004,2023-11-22,2.97,4
CUST0004,2023-11-23,4.33,3
CUST0004,2023-11-27,2.97,1
CUST0004,2023-11-28,3.84,1
CUST0004,2023-11-29,2.82,5
CUST0004,2023-11-30,3.54,5
CUST0004,2023-12-02,3.52,2
CUST0004,2023-12-03,4.11,3
CUST0004,2023-12-04,4.02,3
CUST0004,2023-12-05,3.15,1
CUST0004,2023-12-06,3.52,3
CUST0004,2023-12-07,4.97,3
CUST0004,2023-12-08,3.07,3
CUST0004,2023-12-09,2.35,2
CUST0004,2023-12-10,3.72,5
CUST0004,2023-12-11,3.93,4
CUST0004,2023-12-12,3.07,1
CUST0004,2023-12-14,3.37,5
CUST0004,2023-12-15,3.08,3
CUST0004,2023-12-19,3.01,2
CUST0004,2023-12-21,1.26,4
CUST0004,2023-12-23,0.83,1
CUST0004,2023-12-27,1.42,4
CUST0004,2023-12-28,1.62,4
CUST0004,2023-12-31,1.78,2
CUST0004,2024-01-01,4.4,4
CUST0004,2024-01-03,2.87,3
CUST0004,2024-01-05,3.92,4
CUST0004,2024-01-08,4.01,3
CUST0004,2024-01-09,2.94,2
CUST0004,2024-01-10,3.57,5
CUST0004,2024-01-12,3.8,1
CUST0004,2024-01-14,3.52,5
CUST0004,2024-01-16,2.91,5
CUST0004,2024-01-17,3.0,5
CUST0004,2024-01-18,2.5,3
CUST0004,2024-01-19,3.52,3
CUST0004,2024-01-26,3.96,5
CUST0004,2024-01-27,3.79,3
CUST0004,2024-01-28,4.84,4
CUST0004,2024-01-29,2.79,2
CUST0004,2024-02-01,3.64,2
CUST0004,2024-02-02,2.76,3
CUST0004,2024-02-04,2.64,1
CUST0004,2024-02-05,3.75,6
CUST0004,2024-02-08,3.15,2
CUST0004,2024-02-09,3.31,1
CUST0004,2024-02-10,3.9,3
CUST0004,2024-02-11,2.24,3
CUST0004,2024-02-12,3.8,4
CUST0004,2024-02-14,4.43,7
CUST0004,2024-02-15,2.86,4
CUST0004,2024-02-16,4.24,3
CUST0004,2024-02-17,3.04,2
CUST0004,2024-02-19,2.69,2
CUST0004,2024-02-22,3.43,5
CUST0004,2024-02-23,2.75,3
CUST0004,2024-02-24,4.41,1
CUST0004,2024-02-25,4.06,2
CUST0004,2024-02-26,3.46,5
CUST0004,2024-02-28,3.58,4
CUST0004,2024-02-29,3.66,2
CUST0004,2024-03-03,4.32,5
CUST0004,2024-03-06,3.84,2
CUST0004,2024-03-07,3.38,1
CUST0004,2024-03-08,3.19,3
CUST0004,2024-03-09,3.66,4
CUST0004,2024-03-10,3.68,4
CUST0004,2024-03-12,2.96,4
CUST0004,2024-03-14,3.39,3
CUST0004,2024-03-15,2.62,6
CUST0004,2024-03-17,2.95,2
CUST0004,2024-03-19,2.14,0
CUST0004,2024-03-21,2.85,1
CUST0004,2024-03-23,2.93,3
CUST0004,2024-03-24,2.68,2
CUST0004,2024-03-25,3.58,5
CUST0004,2024-03-27,3.69,7
CUST0004,2024-03-28,3.55,4
CUST0004,2024-03-31,2.02,0
CUST0004,2024-04-01,3.1,1
CUST0004,2024-04-03,3.57,2
CUST0004,2024-04-04,4.51,4
CUST0004,2024-04-08,3.17,2
CUST0004,2024-04-09,2.86,5
CUST0004,2024-04-10,3.19,5
CUST0004,2024-04-11,3.36,2
CUST0004,2024-04-12,3.66,3
CUST0004,2024-04-13,3.53,2
CUST0004,2024-04-17,3.27,2
CUST0004,2024-04-20,2.36,2
CUST0004,2024-04-21,3.4,4
CUST0004,2024-04-24,3.53,1
CUST0004,2024-04-27,2.77,3
CUST0004,2024-04-30,2.49,5
CUST0004,2024-05-01,3.29,4
CUST0004,2024-05-03,3.27,5
CUST0004,2024-05-04,3.9,4
CUST0004,2024-05-07,4.12,2
CUST0004,2024-05-12,2.51,0
CUST0004,2024-05-13,3.62,3
CUST0004,2024-05-14,3.62,2
CUST0004,2024-05-15,3.95,3
CUST0004,2024-05-16,4.05,6
CUST0004,2024-05-17,2.68,2
CUST0004,2024-05-20,2.79,3
CUST0004,2024-05-21,3.32,4
CUST0004,2024-05-25,3.93,3
CUST0004,2024-05-26,4.92,2
CUST0004,2024-05-29,2.86,3
CUST0004,2024-06-01,3.38,2
CUST0004,2024-06-02,4.02,3
CUST0004,2024-06-04,3.06,6
CUST0004,2024-06-05,3.78,2
CUST0004,2024-06-06,3.93,6
CUST0004,2024-06-09,2.84,4
CUST0004,2024-06-11,3.42,3
CUST0004,2024-06-14,3.63,2
CUST0004,2024-06-17,3.17,4
CUST0004,2024-06-18,2.69,5
CUST0004,2024-06-21,3.79,4
CUST0004,2024-06-22,2.8,6
CUST0004,2024-06-23,3.11,3
CUST0004,2024-06-25,3.92,0
CUST0004,2024-06-27,2.67,1
CUST0005,2023-04-30,4.11,4
CUST0005,2023-05-07,3.98,4
CUST0005,2023-05-08,4.39,3
CUST0005,2023-05-09,3.19,1
CUST0005,2023-05-10,3.85,3
CUST0005,2023-05-12,3.52,2
CUST0005,2023-05-17,3.99,2
CUST0005,2023-05-18,3.3,1
CUST0005,2023-05-22,4.2,2
CUST0005,2023-05-23,3.5,4
CUST0005,2023-05-25,2.59,2
CUST0005,2023-05-26,3.44,2
CUST0005,2023-05-27,4.12,3
CUST0005,2023-05-29,3.66,5
CUST0005,2023-05-31,3.21,1
CUST0005,2023-06-01,3.48,2
CUST0005,2023-06-02,2.78,1
CUST0005,2023-06-03,3.17,2
CUST0005,2023-06-04,2.93,4
CUST0005,2023-06-06,2.75,3
CUST0005,2023-06-08,2.59,4
CUST0005,2023-06-09,3.29,1
CUST0005,2023-06-10,3.01,1
CUST0005,2023-06-11,3.04,2
CUST0005,2023-06-12,3.54,6
CUST0005,2023-06-13,2.97,5
CUST0005,2023-06-14,3.67,0
CUST0005,2023-06-15,3.18,2
CUST0005,2023-06-16,1.76,2
CUST0005,2023-06-18,2.31,2
CUST0005,2023-06-19,2.88,5
CUST0005,2023-06-20,2.35,1
CUST0005,2023-06-21,2.84,3
CUST0005,2023-06-22,3.01,2
CUST0005,2023-06-25,2.78,4
CUST0005,2023-06-27,1.79,4
CUST0005,2023-06-28,1.59,1
CUST0005,2023-06-29,2.2,4
CUST0005,2023-07-02,2.43,5
CUST0005,2023-07-05,2.04,6
CUST0005,2023-07-09,2.44,2
CUST0005,2023-07-10,2.05,2
CUST0005,2023-07-11,1.14,2
CUST0005,2023-07-16,2.31,0
CUST0005,2023-07-17,1.31,4
CUST0005,2023-07-18,1.6,0
CUST0005,2023-07-19,1.25,2
CUST0005,2023-07-20,2.82,4
CUST0005,2023-07-21,1.63,4
CUST0005,2023-07-22,1.23,0
CUST0005,2023-07-23,1.6,4
CUST0005,2023-07-24,1.11,2
CUST0005,2023-07-25,1.61,3
CUST0005,2023-07-27,1.89,3
CUST0005,2023-08-04,1.4,5
CUST0005,2023-08-05,1.38,1
CUST0005,2023-08-08,0.72,3
CUST0005,2023-08-09,0.63,5
CUST0005,2023-08-10,0.0,2
CUST0005,2023-08-13,0.58,2
CUST0005,2023-08-14,0.43,4
CUST0005,2023-08-15,0.69,4
CUST0005,2023-08-16,0.51,4
CUST0005,2023-08-18,1.3,1
CUST0005,2023-08-19,0.13,1
CUST0005,2023-08-24,0.24,0
CUST0005,2023-08-25,0.47,3
CUST0005,2023-08-27,0.8,1
CUST0005,2023-08-30,0.26,2
CUST0005,2023-08-31,0.0,1
CUST0005,2023-09-01,0.19,4
CUST0005,2023-09-02,1.12,4
CUST0005,2023-09-04,0.78,4
CUST0005,2023-09-05,0.0,1
CUST0005,2023-09-06,0.29,2
CUST0005,2023-09-08,0.24,4
CUST0005,2023-09-09,0.79,2
CUST0005,2023-09-10,0.67,2
CUST0005,2023-09-12,0.29,2
CUST0005,2023-09-17,0.79,2
CUST0005,2023-09-18,0.82,2
CUST0005,2023-09-20,0.19,3
CUST0005,2023-09-21,0.0,2
CUST0005,2023-09-23,0.25,0
CUST0005,2023-09-24,0.0,4
CUST0005,2023-09-28,0.1,1
CUST0005,2023-09-29,0.0,1
CUST0005,2023-10-01,0.44,1
CUST0005,2023-10-03,0.43,4
CUST0005,2023-10-06,0.15,4
CUST0005,2023-10-08,0.77,4
CUST0005,2023-10-09,0.49,4
CUST0005,2023-10-12,0.71,3
CUST0005,2023-10-13,0.0,2
