billing_id,customer_id,billing_date,amount_usd
BL00414,CUST0094,2023-03-10,49.0
BL00415,CUST0094,2023-04-09,49.0
BL00416,CUST0094,2023-05-09,49.0
BL00417,CUST0094,2023-06-08,49.0
BL00418,CUST0094,2023-07-08,49.0
BL00419,CUST0094,2023-08-07,49.0
BL00420,CUST0094,2023-09-06,63.7
BL00421,CUST0094,2023-10-06,63.7
BL00422,CUST0094,2023-11-05,63.7
BL00423,CUST0094,2023-12-05,63.7
BL00424,CUST0094,2024-01-04,63.7
BL00425,CUST0094,2024-02-03,63.7
BL00426,CUST0094,2024-03-04,63.7
BL00427,CUST0094,2024-04-03,63.7
BL00428,CUST0094,2024-05-03,63.7
BL00429,CUST0094,2024-06-02,63.7
BL00430,CUST0095,2023-01-19,49.0
BL00431,CUST0095,2023-02-18,49.0
BL00432,CUST0095,2023-03-20,49.0
BL00433,CUST0095,2023-04-19,49.0
BL00434,CUST0097,2024-04-05,12.0
BL00435,CUST0097,2024-05-05,12.0
BL00436,CUST0097,2024-06-04,12.0
BL00437,CUST0098,2023-02-22,12.0
BL00438,CUST0098,2023-03-24,12.0
BL00439,CUST0098,2023-04-23,12.0
BL00440,CUST0098,2023-05-23,12.0
BL00441,CUST0098,2023-06-22,12.0
BL00442,CUST0098,2023-07-22,12.0
BL00443,CUST0098,2023-08-21,12.0
BL00444,CUST0098,2023-09-20,12.0
BL00445,CUST0098,2023-10-20,12.0
BL00446,CUST0098,2023-11-19,12.0
BL00447,CUST0098,2023-12-19,12.0
BL00448,CUST0098,2024-01-18,12.0
BL00449,CUST0098,2024-02-17,12.0
BL00450,CUST0098,2024-03-18,12.0
BL00451,CUST0098,2024-04-17,12.0
BL00452,CUST0098,2024-05-17,12.0
BL00453,CUST0098,2024-06-16,12.0
BL00454,CUST0100,2024-02-14,63.7
BL00455,CUST0100,2024-03-15,63.7
BL00456,CUST0100,2024-04-14,63.7
BL00457,CUST0100,2024-05-14,63.7
BL00458,CUST0100,2024-06-13,63.7
BL00459,CUST0101,2023-04-02,12.0
BL00460,CUST0101,2023-05-02,12.0
BL00461,CUST0101,2023-06-01,12.0
BL00462,CUST0101,2023-07-01,12.0
BL00463,CUST0101,2023-07-31,12.0
BL00464,CUST0101,2023-08-30,12.0
BL00465,CUST0101,2023-09-29,12.0
BL00466,CUST0101,2023-10-29,12.0
BL00467,CUST0101,2023-11-28,12.0
BL00468,CUST0101,2023-12-28,12.0
BL00469,CUST0101,2024-01-27,12.0
BL00470,CUST0101,2024-02-26,12.0
BL00471,CUST0101,2024-03-27,12.0
BL00472,CUST0101,2024-04-26,12.0
BL00473,CUST0101,2024-05-26,12.0
BL00474,CUST0101,2024-06-25,12.0
BL00475,CUST0102,2024-02-15,12.0
BL00476,CUST0102,2024-03-16,12.0
BL00477,CUST0102,2024-04-15,12.0
BL00478,CUST0102,2024-05-15,12.0
BL00479,CUST0102,2024-06-14,12.0
BL00480,CUST0103,2023-03-23,12.0
BL00481,CUST0103,2023-04-22,12.0
BL00482,CUST0103,2023-05-22,12.0
BL00483,CUST0103,2023-06-21,12.0
BL00484,CUST0103,2023-07-21,12.0
BL00485,CUST0103,2023-08-20,12.0
BL00486,CUST0103,2023-09-19,12.0
BL00487,CUST0103,2023-10-19,12.0
BL00488,CUST0103,2023-11-18,12.0
BL00489,CUST0103,2023-12-18,12.0
BL00490,CUST0103,2024-01-17,12.0
BL00491,CUST0103,2024-02-16,12.0
BL00492,CUST0103,2024-03-17,12.0
BL00493,CUST0103,2024-04-16,12.0
BL00494,CUST0103,2024-05-16,12.0
BL00495,CUST0103,2024-06-15,12.0
BL00496,CUST0105,2023-04-13,49.0
BL00497,CUST0105,2023-05-13,49.0
BL00498,CUST0105,2023-06-12,49.0
BL00499,CUST0105,2023-07-12,49.0
BL00500,CUST0105,2023-08-11,49.0
BL00501,CUST0105,2023-09-10,63.7
BL00502,CUST0105,2023-10-10,63.7
BL00503,CUST0105,2023-11-09,63.7
BL00504,CUST0105,2023-12-09,63.7
BL00505,CUST0105,2024-01-08,63.7
BL00506,CUST0105,2024-02-07,63.7
BL00507,CUST0106,2023-06-06,49.0
BL00508,CUST0106,2023-07-06,49.0
BL00509,CUST0107,2023-01-13,12.0
BL00510,CUST0107,2023-02-12,12.0
BL00511,CUST0107,2023-03-14,12.0
BL00512,CUST0107,2023-04-13,12.0
BL00513,CUST0107,2023-05-13,12.0
BL00514,CUST0107,2023-06-12,12.0
BL00515,CUST0107,2023-07-12,12.0
BL00516,CUST0107,2023-08-11,12.0
BL00517,CUST0107,2023-09-10,12.0
BL00518,CUST0107,2023-10-10,12.0
BL00519,CUST0107,2023-11-09,12.0
BL00520,CUST0107,2023-12-09,12.0
BL00521,CUST0107,2024-01-08,12.0
BL00522,CUST0107,2024-02-07,12.0
BL00523,CUST0107,2024-03-08,12.0
BL00524,CUST0107,2024-04-07,12.0
BL00525,CUST0107,2024-05-07,12.0
BL00526,CUST0107,2024-06-06,12.0
BL00527,CUST0108,2023-05-23,49.0
BL00528,CUST0108,2023-06-22,49.0
BL00529,CUST0108,2023-07-22,49.0
BL00530,CUST0108,2023-08-21,49.0
BL00531,CUST0108,2023-09-20,63.7
BL00532,CUST0108,2023-10-20,63.7
BL00533,CUST0108,2023-11-19,63.7
BL00534,CUST0108,2023-12-19,63.7
BL00535,CUST0108,2024-01-18,63.7
BL00536,CUST0108,2024-02-17,63.7
BL00537,CUST0108,2024-03-18,63.7
BL00538,CUST0108,2024-04-17,63.7
BL00539,CUST0108,2024-05-17,63.7
BL00540,CUST0109,2023-11-25,12.0
BL00541,CUST0109,2023-12-25,12.0
BL00542,CUST0109,2024-01-24,12.0
BL00543,CUST0109,2024-02-23,12.0
BL00544,CUST0109,2024-03-24,12.0
BL00545,CUST0109,2024-04-23,12.0
BL00546,CUST0109,2024-05-23,12.0
BL00547,CUST0109,2024-06-22,12.0
BL00548,CUST0110,2023-03-01,49.0
BL00549,CUST0110,2023-03-31,49.0
BL00550,CUST0110,2023-04-30,49.0
BL00551,CUST0110,2023-05-30,49.0
BL00552,CUST0110,2023-06-29,49.0
BL00553,CUST0110,2023-07-29,49.0
BL00554,CUST0110,2023-08-28,49.0
BL00555,CUST0110,2023-09-27,63.7
BL00556,CUST0111,2023-10-25,63.7
BL00557,CUST0111,2023-11-24,63.7
BL00558,CUST0111,2023-12-24,63.7
BL00559,CUST0111,2024-01-23,63.7
BL00560,CUST0111,2024-02-22,63.7
BL00561,CUST0111,2024-03-23,63.7
BL00562,CUST0111,2024-04-22,63.7
BL00563,CUST0111,2024-05-22,63.7
BL00564,CUST0111,2024-06-21,63.7
BL00565,CUST0112,2023-02-25,12.0
BL00566,CUST0112,2023-03-27,12.0
BL00567,CUST0112,2023-04-26,12.0
BL00568,CUST0112,2023-05-26,12.0
BL00569,CUST0112,2023-06-25,12.0
BL00570,CUST0112,2023-07-25,12.0
BL00571,CUST0112,2023-08-24,12.0
BL00572,CUST0112,2023-09-23,12.0
BL00573,CUST0112,2023-10-23,12.0
BL00574,CUST0112,2023-11-22,12.0
BL00575,CUST0112,2023-12-22,12.0
BL00576,CUST0112,2024-01-21,12.0
BL00577,CUST0112,2024-02-20,12.0
BL00578,CUST0112,2024-03-21,12.0
BL00579,CUST0112,2024-04-20,12.0
BL00580,CUST0112,2024-05-20,12.0
BL00581,CUST0112,2024-06-19,12.0
BL00582,CUST0114,2024-04-05,12.0
BL00583,CUST0114,2024-05-05,12.0
BL00584,CUST0114,2024-06-04,12.0
BL00585,CUST0115,2023-12-29,12.0
BL00586,CUST0115,2024-01-28,12.0
BL00587,CUST0115,2024-02-27,12.0
BL00588,CUST0115,2024-03-28,12.0
BL00589,CUST0115,2024-04-27,12.0
BL00590,CUST0115,2024-05-27,12.0
BL00591,CUST0115,2024-06-26,12.0
BL00592,CUST0117,2023-06-10,12.0
BL00593,CUST0117,2023-07-10,12.0
BL00594,CUST0117,2023-08-09,12.0
BL00595,CUST0117,2023-09-08,12.0
BL00596,CUST0117,2023-10-08,12.0
BL00597,CUST0117,2023-11-07,12.0
BL00598,CUST0117,2023-12-07,12.0
BL00599,CUST0117,2024-01-06,12.0
BL00600,CUST0117,2024-02-05,12.0
BL00601,CUST0117,2024-03-06,12.0
BL00602,CUST0117,2024-04-05,12.0
BL00603,CUST0117,2024-05-05,12.0
BL00604,CUST0117,2024-06-04,12.0
BL00605,CUST0121,2024-01-19,63.7
BL00606,CUST0121,2024-02-18,63.7
BL00607,CUST0121,2024-03-19,63.7
BL00608,CUST0121,2024-04-18,63.7
BL00609,CUST0121,2024-05-18,63.7
BL00610,CUST0121,2024-06-17,63.7
BL00611,CUST0122,2023-10-08,63.7
BL00612,CUST0122,2023-11-07,63.7
BL00613,CUST0122,2023-12-07,63.7
BL00614,CUST0122,2024-01-06,63.7
BL00615,CUST0122,2024-02-05,63.7
BL00616,CUST0122,2024-03-06,63.7
BL00617,CUST0123,2023-04-18,12.0
BL00618,CUST0123,2023-05-18,12.0
BL00619,CUST0123,2023-06-17,12.0
BL00620,CUST0123,2023-07-17,12.0
BL00621,CUST0123,2023-08-16,12.0
BL00622,CUST0123,2023-09-15,12.0
BL00623,CUST0123,2023-10-15,12.0
BL00624,CUST0123,2023-11-14,12.0
BL00625,CUST0123,2023-12-14,12.0
BL00626,CUST0123,2024-01-13,12.0
BL00627,CUST0123,2024-02-12,12.0
BL00628,CUST0123,2024-03-13,12.0
BL00629,CUST0123,2024-04-12,12.0
BL00630,CUST0123,2024-05-12,12.0
BL00631,CUST0123,2024-06-11,12.0
BL00632,CUST0124,2023-08-15,12.0
BL00633,CUST0124,2023-09-14,12.0
BL00634,CUST0124,2023-10-14,12.0
